Word,Valence,Arousal,Dominance,Frequency
sod,4.85,2.14,5.08,94
soda,5.47,4.77,6.04,1012
sodium,4.17,3.73,5.33,126
sofa,6.26,2.9,5.84,299
soft,7.13,3.04,6.1,1633
softball,5.53,4.1,5.4,115
soften,6.57,2.96,6.19,76
softener,6.14,2.35,5.4,23
softness,6.75,5.06,5.92,24
software,6.37,3.83,5.32,430
soggy,3.47,3.65,4.2,50
soil,5.21,2.76,5.18,397
solace,6.37,4.35,5.58,78
solar,6,3.87,5.61,236
solarium,6.1,5.2,5.77,22
soldier,5.45,5.9,5.84,1985
sole,4.9,3.78,5.27,268
solemn,4.66,2.9,5.92,112
solicit,3.59,4.68,4.95,31
solicitation,4.2,4.43,5.56,45
solicitor,3.32,4,4.14,45
solid,5.65,2.36,6.15,998
solidarity,5.71,4,6.27,40
solitaire,5.62,3.65,6.53,59
solitary,4.65,2.96,6.25,174
solitude,4.76,3.18,6.53,102
solo,5.91,4.12,6.04,436
solution,6.3,4.29,6.53,807
solve,6.3,4.35,6.67,994
solvent,4.79,2.77,4.87,28
somersault,6.37,4.73,6.32,25
son,6.91,4.43,5,20949
sonar,5.32,4.11,4.81,211
song,7.59,4.6,6.95,4778
songwriter,6.25,4.43,6.71,50
sonic,5.32,4.82,5.45,99
sonnet,5.86,3.33,5.48,39
soot,5.19,4.65,5,55
soothe,6.63,3.91,6.4,66
soothing,7.05,1.91,5.76,115
sophisticated,6.32,5.13,6.18,346
sophistication,6.71,5.8,6.11,49
sophomore,5,3.81,5.48,146
soprano,4.95,4.62,5.67,135
sorcerer,5.76,4.73,5.67,87
sorcery,5.14,4.33,4.85,33
sore,2.8,4.06,3.92,765
sorority,4.95,4.28,4.36,96
sorrow,2.95,3.55,3.8,350
sorrowful,3.43,3.64,4.11,20
sorry,4.81,4.62,5.65,59566
soul,6.61,4.3,6.56,3925
soulful,7.1,5.68,6.38,22
soulless,2.71,4.76,3.72,32
sound,6.45,4.14,5.5,7313
soundproof,5.77,2.9,5.82,41
soundtrack,6,4.26,5.72,48
soup,7.05,4.24,6.64,1285
sour,3.95,4.95,4.34,297
source,5.48,4.5,6.11,1437
sourpuss,3.2,3.83,3.94,25
south,6.11,3.48,4.89,3288
southbound,5.14,3.67,6.14,40
southeast,5.8,3.6,5.19,167
southern,5.67,3.09,5.39,592
southpaw,5.32,3.48,4.42,26
southwest,5.8,2.52,6.2,175
souvenir,6.89,5.13,6.16,240
sovereign,4.96,3.68,5.65,128
sovereignty,4.89,4.67,5.79,29
soviet,4.1,3.43,4.83,360
sow,5.11,3.71,5.74,98
soy,4.79,3.29,5.52,118
soy sauce,6.81,4,5.69,0
soybean,5.43,3.3,4.44,25
spa,7.38,3.75,6.35,239
space,6.89,3.6,4.98,3369
spacecraft,5.58,6.27,5.04,115
spaceman,6.14,3.7,4.85,51
spaceship,5.61,6,5.15,188
spacing,5.21,3.19,4.4,28
spacious,6.33,3.7,5.91,58
spade,5.48,3.74,4.88,118
spaghetti,6.91,4.04,5.92,302
spam,3.1,3.83,3.95,59
span,5.74,3.1,5.78,101
spandex,4.6,4.17,4.23,37
spaniel,5.67,4.15,5.14,43
spank,3.76,5.91,4.76,173
spanking,3,5.98,4.62,93
spar,5.43,3.36,4.96,36
spare,5.57,4.45,5.63,1573
spareribs,6.14,5.43,6.71,22
spark,6.05,5.83,4.9,320
sparkle,7.1,4.74,5.64,85
sparkling,6.47,4.91,6.48,102
sparkly,6.7,6.55,5.12,34
sparrow,6.58,3.78,4.68,133
spasm,3.17,5.24,3.26,56
spastic,3.95,5.05,3.38,31
spatial,4.73,3.38,5.88,29
spatter,4.1,3.4,4.68,60
spatula,5.14,2.86,6.41,56
spawn,4.85,4,5.61,93
speak,5.91,4.19,5.89,9546
speakeasy,5.89,5.3,5.7,34
speaker,5.32,4.35,5.47,352
speakerphone,5,3.18,5.26,45
spear,4.43,4.7,5,232
spec,4.5,3.87,5.11,44
special,7.5,3.48,6.72,7577
specialist,5.52,4.27,6.1,264
specialize,6.23,4.77,6.29,68
specialty,5.48,3.7,6.05,272
species,5.26,3.73,4.31,696
specific,5.48,2.55,5.89,908
specify,5.53,3.64,5.22,46
specimen,4.4,3.24,4.84,242
speck,4.33,3.95,4.41,95
speckled,5.78,4.45,5.64,20
specs,5.16,2.95,5.61,106
spectacle,5.61,4.4,5,131
spectacular,7.5,6.65,6.04,289
spectator,5.58,3.44,4.35,46
spectrum,6.65,3.05,4.82,110
speculate,5.63,4.53,5.08,62
speculation,4.67,4.75,5.29,118
speech,5.62,4.1,6.68,1940
speechless,4.53,3.45,4.45,89
speed,6.71,6.8,6.58,2104
speedboat,7,5.65,5.87,27
speeding,3.68,6.14,6.18,254
speedway,6.05,5.38,5.57,30
speedy,5.9,5.1,6.16,100
spell,6.18,4.15,6.58,1869
spelling,5.75,3.62,6.53,256
spend,5.91,4.48,5.88,4757
spender,5.38,4.43,4.84,68
sperm,5.47,4.86,4.43,318
spew,3.37,5,5.39,24
sphere,6.21,4,5.6,126
sphincter,4.37,4,4.11,57
sphinx,6.05,4.9,5.27,52
spice,6.55,4.06,6,270
spicy,6.32,6.63,5.55,169
spider,3.35,6.91,3.74,515
spiffy,6.35,4.5,5.85,35
spike,4.23,5.35,5.42,625
spill,3.63,3.74,4.5,432
spin,4.9,3.68,4.92,746
spinach,5.81,3.43,5.46,130
spinal,3.78,4.35,4.72,218
spindle,4.44,3.55,5.21,21
spine,5.33,3.14,5.52,293
spineless,2.95,4.57,4.1,44
spinner,4.58,4.55,5.29,45
spinster,4.14,4,4.71,49
spiral,6.4,5,4.46,91
spirit,7,5.03,6.38,2517
spirited,7.57,5.21,7.14,62
spiritual,5.82,4.82,6.3,453
spirituality,7.26,3.1,6.7,46
spit,3,3.57,4.36,987
spiteful,2.89,4.71,5.13,38
spitfire,5.18,5.42,5.5,30
spittoon,3.39,3.95,4.72,21
splash,6.53,4.8,5.96,215
splat,3.79,5,4.7,43
splatter,4.57,5.37,4.54,44
spleen,4.47,3.55,4.92,131
splendid,7.62,3.86,6.69,595
splendor,6.95,4,6.07,60
splice,4.74,3.67,5,20
splint,3.58,3.25,5,44
splinter,3.15,4.5,5.67,75
split,4.5,5.55,5.79,1954
spoil,2.83,4.09,4.11,593
spoils,3.42,4.76,4.74,105
spokesman,4.9,2.9,5.24,60
spokesperson,4.95,3.95,5.14,46
sponge,5.45,4.25,6,342
sponsor,5.3,4.05,6.74,273
sponsorship,5.71,4.95,6.8,22
spontaneity,6.45,5.57,6,42
spontaneous,6.63,5.71,6.13,213
spook,3.7,5.14,5,140
spooky,4.4,6,4.48,241
spool,5.71,3.37,5.08,26
spoon,5.9,3.79,5.18,388
spoonful,5.29,2.62,5.85,30
sport,6.95,4.7,6.21,1015
sporting,6.24,4.4,5.74,159
sports car,6.67,4.86,5.69,0
sportsman,5.89,4.85,5.85,35
sportsmanship,6.3,5.14,6.71,28
sportswriter,5.71,4.42,6,36
sporty,5.78,4.55,5,38
spot,5.12,2.95,4.83,3140
spotless,6.05,3.5,5.74,60
spotlight,5.74,4.95,5.91,148
spotter,5.37,3,5.24,48
spotty,4.29,4,4.09,32
spousal,6,4.42,6.21,26
spouse,7.44,5.76,4.73,97
spout,5.29,3.14,5.11,52
sprain,3.11,3.85,3.6,43
spray,5.06,4,6.22,492
spread,5.57,4.15,6.37,1596
spreader,4.17,3.71,5.11,35
spree,5.95,5,5.07,109
spring,7.64,5.5,5.9,1597
springtime,7.64,4.38,5.43,75
sprinkle,6.72,3.55,5.5,74
sprinkler,5.86,3.29,6.38,47
sprint,5.67,5.9,5.72,36
sprite,5.85,3.83,5.68,33
sprout,5.7,3.59,5.32,46
spruce,5.55,3.18,4.96,56
spud,5.05,4.05,4.86,47
spunk,6.17,5.2,5.64,68
spunky,5.55,5,7.21,32
spur,5,4.48,5.5,73
spy,4.68,4.74,3.84,1023
squabble,3.6,4.06,3.62,23
squad,5.35,4.33,5.82,1096
squadron,4.4,4.25,4.52,224
squall,4.32,4.1,4.68,20
squander,3.55,3.95,4.82,30
square,5.11,3.33,5.3,1620
squash,4.28,3.88,5.24,223
squat,4.65,4.05,6.15,160
squaw,4.71,5.5,4.81,67
squawk,5.11,4,4.22,87
squeak,4.95,4.79,4.62,121
squeaky,4.63,4.22,4.88,101
squeal,5.14,5.45,4.57,136
squealer,3.48,6.1,3.92,33
squeamish,3.63,5.45,4.47,45
squeeze,4.85,3.91,6,769
squid,4.62,4.04,4.89,141
squint,4.4,3.71,4.62,51
squire,4.67,3.48,5.04,157
squirm,3.86,5.29,4.2,42
squirrel,5.71,4.48,5.62,279
squirt,5.67,4.56,4.79,140
squish,3.11,4.55,5.08,53
squishy,5,4.43,4.5,38
stab,3.05,5.17,4.12,447
stability,6.18,2.64,6.25,90
stabilize,5.86,3.87,5.62,76
stabilizer,5.67,3.1,5.44,28
stable,5.2,3.11,6.33,673
stack,5.33,3.33,5.86,311
stadium,5.53,5.25,5,312
staff,5.18,4.3,6.26,1632
stag,5.16,4.5,5.33,81
stage,5.67,3.76,4.5,2324
stagecoach,5.11,3.89,5.18,51
stagehand,4.76,4.09,4.19,28
stagger,3.42,4.38,4.15,30
stagnant,3.05,3.49,4.27,14
stain,3,4.27,4.61,316
stainless,5.85,3.36,5.56,37
stair,5.14,4.4,5.67,69
staircase,5.2,3.3,5.64,89
stairs,5.48,3.59,5.57,1212
stairway,5.62,3.44,5.17,81
stairwell,5.67,2.96,5.78,108
stake,4.78,3.42,4.52,847
stakeout,4.43,5.9,6.24,100
stale,3.62,2.68,4.67,149
stalemate,3.8,2.78,3.29,24
stalk,3.89,5.36,3.61,86
stalker,2.55,5.82,4.04,189
stall,4.32,2.9,5.26,457
stallion,6.35,4.77,6.56,163
stamina,6.55,4.62,6.33,81
stamp,5.8,3.45,6.69,302
stampede,4.48,6.2,3.69,68
stance,6.1,2.86,6.14,96
stand,5.27,3.1,5.89,11536
standard,4.76,3.61,5.14,940
standardized,4.48,3.65,4.46,40
standby,4.68,3.28,4.06,151
standoff,3.37,4.43,5.21,35
standpoint,5.1,4.17,5.21,68
standstill,4.74,3.18,4.25,26
standup,6,4.32,5.82,40
staph,2.6,4,3.5,25
staple,5,4.48,4.76,57
stapler,5.25,3.29,6.42,44
star,7.47,5.5,5.82,4149
star fruit,6.27,3.43,6.25,0
starboard,5.42,4.11,5.41,334
starch,4.95,3.9,6.52,69
stardom,5.85,5.45,6.68,31
stardust,6.84,4.4,4.95,40
stare,4.45,4.68,6.38,508
starfish,6.53,4.23,5.79,38
starlet,6.26,4.18,5.61,30
starlight,7.68,4.91,5,81
starry,7.4,3.96,5.59,37
starship,6.32,4.83,5.41,145
start,6.41,4.81,5.5,17345
starter,5.71,4,5.58,139
startle,4.65,4.4,4.55,60
startling,5.17,5.23,4.64,70
starvation,1.72,5.45,3.81,75
starve,2.53,4,3.12,314
starving,2.86,5.1,4.86,865
stash,5.24,4.64,5.77,257
stat,4.86,3.76,5.11,143
state,5.73,3.29,5.65,5500
stately,5.05,3.1,5.27,23
statement,5.32,3.7,6.89,1491
stateroom,5.64,3.63,5.19,41
stateside,4.84,3.77,4.89,60
statesman,4.58,2.89,4.92,31
static,4.41,3.33,4.45,254
station,5.5,3,4.61,4033
stationary,5.45,2.72,5.9,49
stationery,5.6,3.06,6.14,70
statistic,4.55,4.5,5.74,31
statistical,5.1,3.19,4.92,46
statue,5.95,2.82,4.95,540
stature,5.7,3.57,5.89,85
status,4.89,3.83,5.28,750
statute,5.18,3.65,5.67,97
statutory,4.37,5,4.32,47
stay,6.14,3.14,5.71,26298
stead,5.32,2.76,5.54,54
steadfast,6.68,3.95,6.77,22
steady,6.67,3,6.42,1158
steak,6.2,3.63,6.04,828
steakhouse,6.94,3.95,5.48,21
steal,2.17,5.3,3,2720
stealing,2.75,4.57,5.5,1265
stealth,5.45,4.22,5.15,142
steam,5.4,4,4.84,686
steamboat,5.52,5.14,5.6,26
steamer,4.91,3.73,5.54,53
steaming,5.05,3.56,6.25,101
steamship,5.91,4.5,5.38,24
steamy,6.39,5.71,5.79,46
steel,4.95,3.86,5.68,941
steep,5.32,4.95,5.04,125
steeple,5.62,3.04,4.89,21
steer,5.68,5.05,5.94,305
steering,4.9,3.22,7.29,207
stellar,5.95,4.33,6.12,41
stem,5.1,3.47,6.19,114
stench,2.62,4.53,3.47,113
stenographer,4.95,3.81,4.95,41
step,5.68,3.48,6,6052
stepdaughter,5.47,3.55,4.88,30
stepfather,3.72,3.59,3.79,151
stepmother,3.67,3.69,4.17,216
steps,4.95,3,6.17,1259
stepson,4.81,3.65,4.57,27
stereo,7.1,4.04,6.81,304
stereotype,3.33,4.26,3.81,36
sterile,4.57,4.47,4.95,111
sterilize,5.59,4.24,6.64,24
sterling,5.89,5.32,5.64,113
stern,3.9,3.91,5.58,327
sternum,4.45,3.71,4.7,41
steroid,3.62,5.21,5.05,20
stethoscope,5.14,4.56,5.24,48
stew,5.86,2.95,5.36,328
steward,5.06,2.57,5.64,140
stewardess,5.9,4.14,4.97,161
stick,5.27,3.81,5.82,4953
sticker,5.57,4.05,5.52,142
stickler,3.74,3.82,5.22,46
stickup,2.95,6.09,3.24,61
sticky,4.65,4.75,5.19,292
stiff,4.29,4,4.95,523
stigma,3.9,5.24,4.62,27
stillness,5.19,2.78,5.25,22
stimulant,6,5.95,5.41,26
stimulate,7.38,6,7.14,70
stimulating,6.84,6.3,6.2,120
stimulation,5.14,4.71,5.3,70
stimulus,5.63,4.7,6.21,26
sting,2.55,4.88,3.45,358
stinger,3.9,4.96,4.36,45
stinging,3.57,6.47,4.47,46
stingy,2.53,4.73,4.54,63
stink,2.35,4.48,4.76,673
stinker,3.3,4,3.8,105
stinky,3.16,3.76,4.29,182
stint,4.57,3.33,5.65,38
stipend,6.05,3.77,4.41,22
stipulate,4.86,4.11,5.71,32
stir,5.35,3.05,6.71,301
stitch,4.95,3.36,5.11,381
stitching,4.68,3.52,5.45,32
stock,5.5,3.5,4.62,1300
stockade,2.67,4.67,4.36,74
stockbroker,4.05,3.1,5.44,54
stockholder,4.9,3.5,4.4,45
stocking,5.33,4.08,5,134
stockings,6.21,4.81,4.81,190
stockpile,5.53,4.55,5.5,21
stockroom,4.86,3.26,5.62,28
stoic,4.47,3.29,6.04,21
stomach,4.53,3.76,5.4,1725
stomachache,2.16,5.21,4.1,54
stomp,3.9,4.82,6.44,136
stone,4.81,3.25,7.26,2072
stonewall,4.58,3.7,5.24,37
stony,4.53,4.09,4.96,31
stooge,3.3,3.75,3.55,56
stool,4.47,2.39,5.2,179
stoop,4.67,3.17,4.29,125
stop,4.73,4.14,5.06,36071
stopper,4.65,4.35,5.74,26
stopwatch,5.05,4.05,6.21,37
storage,4.95,3.68,6.23,452
store,5.94,3.43,5.44,4178
storefront,5.76,3,5.22,23
storeroom,5.43,2.9,5.68,83
storm,5.74,5.86,3.72,1574
stormy,5.14,6.52,4.53,74
story,7.27,3.52,5.33,11260
storybook,6.76,3.4,6.32,27
storyteller,6.67,4.29,5.9,27
storytelling,7,4.4,6.18,24
stout,5.29,3.35,4.86,53
stove,5.63,3.82,6.08,387
stow,5,2.9,5.04,64
stowaway,4.35,4.23,4.83,34
straddle,5.62,5,5.15,26
straighten,6.26,3,5.88,571
straightforward,6.14,4.04,6.3,102
strain,3.71,4.78,4.08,361
straitjacket,2.71,5.1,3.97,42
strand,5,3.27,5.15,94
strange,4.72,3.5,5.28,4408
stranger,4.09,5.8,4.84,1377
strangle,3,5.43,3.62,223
strangulation,2.79,5.5,3.21,49
strap,5.1,4.23,5.71,263
strapless,5.65,5.25,5.33,20
strapping,4.77,4.77,5.63,51
strategic,6.57,4.32,6.29,132
strategist,5.29,5.15,5.76,21
strategy,5.95,4.15,6.67,482
stratosphere,5.52,4.19,4.48,24
straw,5.89,2.35,5.24,318
strawberry,7.25,4.05,5.54,282
stray,4.14,3.71,5.68,272
streak,5.37,4.5,5.3,295
stream,6.9,4.35,5.09,410
streamline,5.3,3.64,5.84,26
street,5.07,3.45,5.41,7557
streetcar,5.44,3.75,5.24,65
streetlight,4.9,3.78,5.38,25
strength,6.73,5.3,7.42,1883
strengthen,7.21,4.7,6,82
strenuous,4.14,5.14,4.65,30
strep,2.77,4.21,3.48,35
stress,1.79,4.72,3.85,796
stressful,2.62,5.65,3.97,128
stretch,5,4.73,6.23,748
stretcher,3.1,3.82,5.04,113
stricken,2.79,4.59,3.25,75
strict,3.65,4.5,5.27,358
stride,5.81,4.1,5.1,107
strife,3.68,4.17,4.18,85
strike,3.06,5.52,3.28,2324
strikeout,3.16,4.9,4.78,20
striker,3.73,5.72,5.3,108
string,5.25,3.8,5.62,646
strings,5.28,2.58,5,418
stringy,4.05,4.27,4.84,21
strip,4.68,5.27,5.81,800
stripe,5.24,3.67,5.21,74
striped,4.81,4.38,4.86,87
stripper,5.19,5.57,5,267
striptease,5.32,6.8,5.45,34
strive,6.32,4.62,6.35,67
stroke,4.19,4.95,4.19,667
stroll,6.25,3.22,6.82,211
stroller,5.75,3.22,5.68,45
strong,6.81,5.14,6.54,4430
stronghold,5.44,3.95,5.04,60
structural,5.6,3.67,5.27,93
structure,5.68,4,5.83,519
strudel,6.11,3.7,5.46,47
struggle,3,5.9,3.67,682
strut,5.6,5.46,6.39,80
stub,3.89,3.86,4.05,49
stubborn,3.74,4.13,5,554
stubbornness,3.61,4.74,5.85,26
stubby,4.5,4.14,5.3,25
stud,4.89,5.14,5.05,354
student,6.41,4.25,6.79,2195
studio,6.24,4.79,5.57,1190
study,5.78,2.55,5.33,2501
stuff,5.86,3.52,4.83,15653
stuffy,3.73,4.61,4.53,185
stumble,3.76,4.76,4.2,100
stump,4.62,3.85,4.54,125
stun,4.55,5.5,4.19,96
stunner,5.76,4.5,5.85,29
stunning,6.24,6.5,5.81,209
stunt,4.95,4.81,4.4,469
stuntman,5.95,6.3,4.92,35
stupendous,6.95,4.57,6.38,33
stupid,2.84,4.34,4.03,9405
stupidity,2.71,4.5,4.32,163
sturdy,6.19,3.27,6.62,86
stutter,2.95,4.48,4.72,96
style,6.81,4.6,7.47,1534
styling,5.7,3.72,6.41,43
stylish,5.68,4.27,6.07,110
stylist,6,3.32,5.56,44
suave,5.43,3.14,6.04,47
sub,5,3.35,5.45,390
subatomic,5.53,4.57,3.89,46
subcommittee,5.1,4.15,4.9,43
subconscious,5.5,4,3.72,134
subdivision,4.74,3.25,4.96,29
subdue,3.17,3.3,6,41
subdued,3.58,2.95,4.57,32
subject,5.33,4.2,6.37,1885
subjective,5.86,3.56,5.21,57
sublet,5.27,4.21,5.19,30
sublevel,4.95,3.32,4.56,21
sublime,5.95,3.82,5.21,74
subliminal,5.19,4.17,3.78,36
submarine,6,4.24,4.61,362
submerge,4.47,4.14,4.82,20
submersible,4.5,4.32,4.83,31
submission,4.6,4.29,4.97,55
submissive,4.67,3.32,4.47,45
submit,3.9,3.91,4.43,282
subordinate,4.44,3.09,3.46,31
subpoena,2.64,5,2.67,113
subscribe,5.43,4.26,6.23,44
subscriber,5.71,2.95,4.82,21
subscription,5.29,3.05,5.86,68
subsequent,5.16,4,5.22,64
subservient,3.67,3.5,4.25,24
subside,5.42,3.1,5,20
subsidiary,4.8,3.38,5.74,23
substance,4.29,3.62,5.75,364
substandard,3.33,3.91,3.67,22
substantial,6.14,5,6.62,182
substantiate,5.37,3.52,5.45,20
substation,4.43,3.29,5,29
substitute,4.91,3.59,5.25,238
substitution,4.95,3.24,5.6,21
subterranean,4.75,5.1,4.88,33
subtext,4.53,3.71,4.2,32
subtitle,5.41,3.25,5.67,52
subtle,5.62,3.37,5.09,354
subtlety,4.6,3.85,5.3,40
subtract,4.25,3.96,6.1,28
suburb,5.52,4.25,5.71,30
suburban,5.85,3.41,5.69,117
suburbia,5.52,3.75,5.05,38
subversive,4.1,4.41,5.33,54
subway,5.44,4.41,4.68,546
succeed,7.05,6.71,6.1,482
success,7.49,5.8,6.38,1390
successful,7.76,5.08,7.71,1037
succession,4.52,3.74,5.89,48
successor,6.11,4.59,5.9,85
succulent,6.5,5.64,5.89,23
suck,3.71,5.6,5.47,1779
sucker,4,4.74,4.17,834
suction,4.25,3.81,4.88,287
suds,5.24,3.73,5.5,24
sue,2.18,6.15,5.58,1498
suede,5.36,2.75,5.71,92
suffer,2.05,4.5,3.32,1148
suffice,5.52,3.25,6.19,84
sufficient,6.1,3.17,6,243
suffocate,2.62,6.09,3.48,77
suffocation,2.44,5,3.17,38
sugar,6.56,5.29,6.32,1926
suggest,5.55,3.75,5.84,2001
suggestion,5.79,4.18,6.41,622
suggestive,4.95,4.44,5.68,26
suicidal,2.15,4.91,3.24,148
suicide,1.58,6.21,4.21,1747
suit,5.89,3.05,5.17,3499
suitable,5.7,3,6.16,247
suitcase,5.25,3.24,5.5,683
suite,7.05,3.61,6.16,849
suitor,5.63,3.67,5.58,69
sulfate,4.63,3.67,4.91,20
sulfur,4.5,3.86,5,60
sulk,3.22,3.3,3.68,38
sullen,2.84,4.52,4.57,29
sultan,4.48,3.48,4.94,164
sum,5.71,3.1,5.88,523
summarize,4.89,2.8,6.4,20
summary,5.05,3.29,6.09,85
summation,4.85,4.15,5.19,33
summer,7.5,5.48,6.61,4012
summerhouse,7.3,4.82,5.71,22
summertime,6.74,5.32,6.5,61
summit,5.5,4.35,4.45,170
summon,5.58,4.67,6.04,197
summons,3.6,5.14,3.84,81
sumo,4.45,3.71,5.48,42
sun,6.92,4.64,4.98,3553
sunburn,2.76,4.45,4.12,33
sundae,7.76,4.79,5.8,81
sundial,5.95,3.22,5.19,23
sundown,6.21,3.71,4.4,174
sunflower,6.45,3.05,6.15,34
sunglasses,6.72,3.67,5.83,201
sunken,4.42,3.95,4,46
sunlight,7.46,4.44,6.12,236
sunny,7.95,5.38,5.11,391
sunrise,7.35,4.68,5.95,309
sunroof,6.47,3.24,6.17,22
sunscreen,5.77,3.95,5.89,51
sunset,7.46,4.68,5.32,526
sunshine,8.14,5.32,5.43,604
suntan,6.05,4.25,5.39,50
super,7.05,4.25,6.91,1336
superb,7,4.33,6.64,147
superficial,3.79,4.2,4.62,148
superfluous,4.53,4.45,4.58,23
superhero,6.89,6,5.83,170
superhuman,6.67,4.73,6.33,41
superintendent,4.86,3.24,5.16,219
superior,6.37,4.74,5.95,663
superiority,4.95,5.48,6.81,67
superman,6.52,5.17,5.11,623
supermarket,6.37,4.65,5.28,255
supermodel,5.53,6.09,5.18,47
supernatural,6.05,5.9,4,225
supernova,6.58,5.5,3.5,20
superpower,7.14,5.76,5.81,32
superstar,5.94,4.85,5.42,175
superstition,4.84,6.14,5.45,105
superstitious,4.75,5.95,4.89,175
superstore,6.24,4.43,4.75,22
supervise,5.05,4,6.1,98
supervision,4.26,5.05,4.55,126
supervisor,4.28,4.05,5.55,304
supper,6.72,3.6,5.64,988
suppertime,6.43,4.57,6.61,31
supple,5.76,4.09,5.7,31
supplement,5.43,3.22,5.22,58
supplemental,5.59,3.64,6.05,30
supplier,4.84,3.45,5.04,99
supply,5.11,3.28,5.24,952
support,6.89,3.05,6.11,2587
supporter,6.05,4.41,6.32,37
supportive,6.95,3.83,6.58,237
suppose,5.27,3.33,5.11,6416
supposed,5.41,3.48,5.24,12865
suppress,2.72,3.55,4.55,76
suppression,3.68,3.17,4.29,25
supremacy,3.48,4.26,5.57,29
supreme,6.14,4.28,6.11,447
sure,6.64,3.48,6.82,56091
surf,6.05,5.57,5.18,324
surface,5.62,3.04,5.16,930
surfboard,5.53,3.75,4.8,47
surfer,5.47,5.38,5.74,83
surge,5,5.22,5.92,94
surgeon,5.05,5.78,5,838
surgery,3.18,5.55,3.2,1651
surgical,3.95,5,3.75,409
surly,3.9,3.8,4.95,36
surname,5.1,3.68,5.76,48
surplus,5.68,3.6,6.58,104
surprise,7.44,6.57,5.17,4534
surprised,6.57,5.95,4.72,2808
surprising,6.75,5.65,3.77,307
surreal,6.65,5.11,5.12,57
surrender,3.73,4.58,3.88,789
surrogate,5.27,4.27,4.5,95
surround,5.42,3.32,4.43,156
surroundings,6.37,3.43,5.7,107
surveillance,3.35,4.85,5.48,952
survey,5.55,3.68,6.93,227
survival,7.05,5.4,5.86,515
survive,6.9,4.53,6.21,1537
survivor,6.68,4.81,6.25,221
susceptible,3.67,5.19,4,65
sushi,6.25,5.84,5.81,222
suspect,2.39,4.57,3.22,2254
suspend,4.32,4.87,4.68,141
suspense,5.26,5.84,4.95,114
suspension,4.35,4.57,5.46,222
suspicion,3.33,6.04,4.95,373
suspicious,3.48,5,3.95,815
sustain,5.68,3.73,6.45,136
sustenance,6,3.28,6.12,29
suture,4.36,4.63,4.65,126
swab,4.7,2.56,5.27,121
swag,5.37,4.33,5.94,25
swallow,5.57,3.78,5.72,649
swamp,4.42,3.33,4.12,458
swap,5.24,3.7,5.12,185
swarm,3.76,6.26,3.92,68
swastika,2.33,5.26,3.35,28
swat,4.38,6.21,5.24,196
sway,5.25,3.68,6.15,129
swear,3.44,5.05,4.11,4496
sweat,4.38,5.1,4.69,1115
sweater,6.19,2.8,5.95,704
sweatshirt,6.24,2.56,5.05,120
sweatshop,2.53,5.95,3.39,28
sweaty,3.95,4.78,4.53,226
sweep,5.27,3.89,5.76,485
sweeper,5.35,3.23,6.22,32
sweet,7.77,4.14,6.12,7405
sweeten,6.26,4.71,5.74,40
sweetheart,7.84,5.39,6.76,3272
sweetie,7.56,4.35,5.89,2731
sweetness,7.37,4.37,5.92,167
swell,5.05,4.56,5.59,1061
swerve,4.33,5.35,4.73,34
swift,5.83,4.88,6.24,197
swim,6.71,6.05,6.47,1622
swimmer,6.26,4.26,6.48,190
swimming,7.2,5.13,5.83,1019
swimsuit,6.05,5.8,5.08,101
swindle,3,4.32,4.13,36
swindler,2.33,4.82,3.86,29
swine,3.11,3.71,4.78,226
swing,6.95,4.1,6.16,1325
swinger,4.37,5.81,4.96,37
swipe,4.47,3.68,5,82
swirl,6.45,4.58,5.12,46
swish,5.79,3.95,5.8,82
switch,5.29,3.9,6,1434
switchblade,3.45,5.71,4.44,22
switchboard,4.86,3.65,5.31,58
swivel,5.26,4.62,5.52,36
swoon,5.76,3.83,5.67,31
swoop,5.16,5.62,5.04,78
sword,5.27,5.95,6,1335
swordfish,6.15,5.15,5.19,52
swordplay,4.94,6.14,4.96,24
swordsman,5.25,4.72,4.68,64
sycamore,6.36,3.68,4.81,48
syllable,4.95,2.5,5.7,42
syllabus,4.86,2.95,4.74,28
symbiotic,5.7,4.05,5.16,21
symbol,5.67,2.77,4.96,438
symbolic,6.48,3.74,5.55,79
symbolism,6.62,3.52,5.3,37
symbolize,5.75,4.41,6.29,21
symmetrical,5.76,3.24,5.05,30
symmetry,5.27,3.19,6.42,41
sympathetic,6.67,3.29,6.3,194
sympathize,6,3.73,7.05,79
sympathy,6.57,3.08,5.9,426
symphonic,6.45,6.3,5.69,22
symphony,7.15,4.19,5.62,181
symposium,4.86,4.04,6,35
symptom,3.33,4.17,5,96
symptomatic,4,4.13,4.94,29
synagogue,4.85,2.56,4.64,49
synapse,5.42,3.95,5.14,37
synaptic,4.57,4.25,4.57,24
sync,6.21,3.95,6.13,168
synchronize,6.26,4.04,6.05,34
syndicate,4.35,3.06,4.67,102
syndrome,4.33,4.68,3.77,320
synergy,5.42,4.29,5.39,31
synonymous,5.24,3.41,5.47,28
synthesizer,5.16,4.3,5.64,27
synthetic,4.76,3.61,5.05,128
syphilis,2.17,4.59,3.27,98
syringe,3.05,4.81,5.39,99
syrup,6.44,3.11,5.25,260
system,5.5,3.38,5.65,4667
systematic,4.62,3.52,4.65,30
t-shirt,6.43,2.23,5.19,0
tab,5.09,4.42,5.71,294
tabasco,4.5,5,5.62,23
tabernacle,5.65,3.52,5.7,36
table,5.49,3,5.84,5387
